1-31,CP3,C3,F5,PO3,PO4,F6,C4,CP4,Marker
11.0,334120.03125,321154.28125,324065.3125,260447.921875,303638.34375,328481.6875,346856.15625,336732.03125,0
12.0,61582.24609375,56677.69140625,59307.8671875,49079.4609375,60154.83984375,62066.046875,69074.9921875,62300.47265625,0
13.0,297668.34375,289091.375,290220.4375,265655.96875,275210.8125,287891.15625,292224.1875,298927.09375,0
14.0,549262.5625,542093.0,542036.75,482898.125,516208.28125,541896.8125,550019.1875,551293.375,0
15.0,413308.625,400190.15625,402114.5,326621.71875,374590.46875,405646.96875,423967.71875,416145.46875,0
16.0,101848.1015625,95311.15625,98578.9609375,79371.9296875,98095.0234375,102726.9921875,113174.8671875,102968.1953125,0
17.0,189513.890625,181998.34375,183363.1875,166396.0,172966.078125,181741.046875,185721.109375,190471.4375,0
18.0,528027.4375,520972.5625,521096.625,473264.90625,498507.71875,519960.6875,526068.25,529830.0,0
19.0,475656.90625,463688.96875,464700.34375,384358.875,433289.9375,467258.375,483825.65625,478444.65625,0
20.0,174510.484375,165276.453125,168942.484375,135253.265625,163336.40625,173852.34375,188075.828125,176198.0,0
21.0,104531.7890625,98719.1015625,100352.703125,89886.453125,95364.1953125,100057.859375,104056.234375,105214.078125,0
22.0,471368.0625,463517.375,463992.3125,425691.4375,443801.0,462012.90625,467086.71875,472998.71875,0
23.0,520295.96875,510374.09375,510690.3125,433518.0,479322.15625,512280.0625,525813.125,522843.6875,0
24.0,262992.0,251158.296875,254669.640625,203833.0625,241145.609375,259594.984375,276838.03125,265249.8125,0
25.0,61003.42578125,56322.5,58437.22265625,50586.86328125,57857.6640625,59868.78125,64980.9375,61588.94921875,0
26.0,381094.21875,372470.71875,373356.65625,342908.03125,355693.5,370960.96875,375584.21875,382553.6875,0
27.0,545543.75,537476.9375,537462.9375,469430.4375,508809.09375,538090.9375,548400.1875,547792.75,0
28.0,352272.46875,339099.15625,341843.03125,274989.71875,319618.0,346127.59375,364640.8125,354949.125,0
29.0,66127.921875,60899.21875,63757.515625,52206.3828125,64782.859375,66928.2265625,74671.6953125,66914.34375,0
31.0,547124.8125,540116.8125,540057.625,483650.15625,515077.40625,539679.125,547243.9375,549081.4375,0
0.0,428593.40625,415650.0625,417326.96875,340029.125,388633.71875,420646.40625,438726.4375,431415.875,0
1.0,115444.8203125,108274.609375,111720.640625,89666.8515625,110446.125,116135.5625,127468.1640625,116679.984375,0
